ID;Municipios;Poblacion;Densidad Comercial;Renta Por Hogar
05213;San Juan del Olmo;90;0; 22’900 € 
05214;San Lorenzo de Tormes;30;0; 22’900 € 
05215;San Martín de la Vega del Alberche;160;0; 21’300 € 
05216;San Martín del Pimpollar;190;0; 21’750 € 
05217;San Miguel de Corneja;50;0; 22’900 € 
05218;San Miguel de Serrezuela;110;0; 18’400 € 
05219;San Pascual;40;0; 22’900 € 
05220;San Pedro del Arroyo;450;0; 24’800 € 
05221;Santa Cruz del Valle;320;0; 18’000 € 
05222;Santa Cruz de Pinares;160;0; 19’050 € 
05224;Santa María del Arroyo;100;0; 32’900 € 
05225;Santa María del Berrocal;370;321.7; 23’600 € 
05226;Santa María de los Caballeros;70;0; 22’900 € 
05227;Santa María del Tiétar;480;0; 19’350 € 
05228;Santiago del Collado;170;0; 21’200 € 
05229;Santo Domingo de las Posadas;70;0; 22’900 € 
05230;Santo Tomé de Zabarcos;70;0; 22’900 € 
05231;San Vicente de Arévalo;170;0; 25’100 € 
05232;Serrada, La;130;0; 23’800 € 
05233;Serranillos;240;0; 22’850 € 
05234;Sigeres;40;0; 22’900 € 
05235;Sinlabajos;140;0; 26’700 € 
05236;Solana de Ávila;110;0; 17’500 € 
05237;Solana de Rioalmar;150;0; 25’600 € 
05238;Solosancho;810;0; 25’650 € 
05239;Sotalbo;230;0; 24’950 € 
05240;Sotillo de la Adrada;4’720;682.7; 21’850 € 
05241;Tiemblo, El;4’410;313.5; 22’450 € 
05242;Tiñosillos;770;0; 29’450 € 
05243;Tolbaños;80;0; 22’900 € 
05244;Tormellas;40;0; 22’900 € 
05245;Tornadizos de Ávila;430;0; 28’950 € 
05246;Tórtoles;50;0; 22’900 € 
05247;Torre, La;220;0; 20’000 € 
05249;Umbrías;100;0; 18’800 € 
05251;Vadillo de la Sierra;60;0; 22’900 € 
05252;Valdecasa;60;0; 22’900 € 
05253;Vega de Santa María;70;0; 22’900 € 
05254;Velayos;210;0; 24’800 € 
05256;Villaflor;100;0; 30’150 € 
05257;Villafranca de la Sierra;140;0; 30’950 € 
05258;Villanueva de Gómez;120;0; 19’500 € 
05259;Villanueva del Aceral;110;0; 29’150 € 
05260;Villanueva del Campillo;110;0; 25’850 € 
05261;Villar de Corneja;40;0; 22’900 € 
05262;Villarejo del Valle;330;0; 22’200 € 
05263;Villatoro;160;0; 22’650 € 
05264;Viñegra de Moraña;50;0; 22’900 € 
05265;Vita;80;0; 22’900 € 
05266;Zapardiel de la Cañada;80;0; 22’900 € 
05267;Zapardiel de la Ribera;100;0; 22’900 € 
05901;San Juan de Gredos;250;0; 24’900 € 
05902;Santa María del Cubillo;310;0; 28’850 € 
05903;Diego del Carpio;120;0; 18’850 € 
05904;Santiago del Tormes;110;0; 18’600 € 
05905;Villanueva de Ávila;220;0; 22’150 € 
06001;Acedera;820;122; 22’150 € 
06002;Aceuchal;5’470;240.4; 21’200 € 
06003;Ahillones;850;0; 21’100 € 
06004;Alange;1’850;64.9; 21’150 € 
06005;Albuera, La;2’030;602.2; 18’450 € 
06006;Alburquerque;5’250;303.1; 20’500 € 
06007;Alconchel;1’650;253.9; 18’900 € 
06008;Alconera;740;0; 21’150 € 
06009;Aljucén;250;0; 23’700 € 
06010;Almendral;1’220;155.4; 20’150 € 
06011;Almendralejo;33’740;431; 23’650 € 
06012;Arroyo de San Serván;4’080;138.7; 20’850 € 
06013;Atalaya;290;0; 17’600 € 
06014;Azuaga;7’700;333.4; 23’100 € 
06015;Badajoz;150’610;362.7; 31’050 € 
06016;Barcarrota;3’500;343.3; 21’500 € 
06017;Baterno;260;0; 17’100 € 
06018;Benquerencia de la Serena;810;0; 16’400 € 
06019;Berlanga;2’310;225.5; 20’150 € 
06020;Bienvenida;2’090;162.9; 22’350 € 
06021;Bodonal de la Sierra;1’020;0; 20’150 € 
06022;Burguillos del Cerro;3’080;434.7; 19’500 € 
06023;Cabeza del Buey;4’730;412.5; 23’250 € 
06024;Cabeza la Vaca;1’300;269.6; 18’600 € 
06025;Calamonte;6’150;288; 24’000 € 
06026;Calera de León;950;253.7; 18’850 € 
06027;Calzadilla de los Barros;720;69.3; 22’700 € 
06028;Campanario;4’820;269.7; 24’350 € 
06029;Campillo de Llerena;1’330;267.1; 19’400 € 
06030;Capilla;160;0; 17’850 € 
06031;Carmonita;530;375.9; 16’500 € 
06033;Casas de Don Pedro;1’460;359.9; 18’750 € 
06034;Casas de Reina;200;0; 19’850 € 
06035;Castilblanco;900;0; 20’750 € 
06036;Castuera;5’710;815.5; 23’900 € 
06037;Codosera, La;2’050;546.1; 17’450 € 
06038;Cordobilla de Lácara;880;102.5; 18’150 € 
06039;Coronada, La;2’180;222.5; 20’850 € 
06040;Corte de Peleas;1’210;182.3; 20’050 € 
06041;Cristina;550;0; 18’950 € 
06042;Cheles;1’170;93; 19’250 € 
06043;Don Álvaro;780;255.1; 23’700 € 
06044;Don Benito;37’270;269.5; 26’900 € 
06045;Entrín Bajo;550;0; 19’250 € 
06046;Esparragalejo;1’470;259.8; 22’450 € 
06047;Esparragosa de la Serena;990;427.6; 20’050 € 
06048;Esparragosa de Lares;900;430.2; 22’300 € 
06049;Feria;1’080;269.3; 18’900 € 
06050;Fregenal de la Sierra;4’810;606.7; 23’700 € 
06051;Fuenlabrada de los Montes;1’790;117.7; 18’050 € 
06052;Fuente de Cantos;4’680;351.8; 24’450 € 
06053;Fuente del Arco;680;0; 18’850 € 
06054;Fuente del Maestre;6’700;197.5; 21’700 € 
06055;Fuentes de León;2’240;106.5; 18’250 € 
06056;Garbayuela;510;235.3; 18’700 € 
06057;Garlitos;550;406.1; 19’300 € 
06058;Garrovilla, La;2’330;231.4; 22’550 € 
06059;Granja de Torrehermosa;1’960;182.7; 22’000 € 
06060;Guareña;6’810;589.5; 22’550 € 
06061;Haba, La;1’210;165.8; 20’100 € 
06062;Helechosa de los Montes;610;163.4; 22’550 € 
06063;Herrera del Duque;3’470;382.1; 22’250 € 
06064;Higuera de la Serena;940;64; 18’000 € 
06065;Higuera de Llerena;340;0; 17’250 € 
06066;Higuera de Vargas;1’930;127.5; 19’750 € 
06067;Higuera la Real;2’200;209.4; 22’450 € 
06068;Hinojosa del Valle;480;168.1; 18’550 € 
06069;Hornachos;3’510;255.1; 20’100 € 
06070;Jerez de los Caballeros;9’190;428.3; 25’350 € 
06071;Lapa, La;280;0; 17’050 € 
06072;Lobón;2’760;163.4; 20’600 € 
06073;Llera;820;192; 18’150 € 
06074;Llerena;5’700;801.3; 27’300 € 
06075;Magacela;510;195.7; 19’550 € 
06076;Maguilla;960;208.3; 18’400 € 
06077;Malcocinado;350;227.7; 16’850 € 
06078;Malpartida de la Serena;540;130.6; 20’750 € 
06079;Manchita;770;195.1; 21’450 € 
06080;Medellín;2’250;187.8; 22’400 € 
06081;Medina de las Torres;1’160;172; 20’700 € 
06082;Mengabril;490;184; 21’850 € 
06083;Mérida;59’420;495.3; 28’450 € 
06084;Mirandilla;1’250;112.3; 22’800 € 
06085;Monesterio;4’270;367; 22’900 € 
06086;Montemolín;1’370;51.3; 19’600 € 
06087;Monterrubio de la Serena;2’310;179.5; 19’300 € 
06088;Montijo;15’480;288.8; 22’750 € 
06089;Morera, La;710;350.1; 19’950 € 
06090;Nava de Santiago, La;930;102.9; 18’350 € 
06091;Navalvillar de Pela;4’390;342.7; 21’300 € 
06092;Nogales;650;278.6; 19’950 € 
06093;Oliva de la Frontera;5’080;224.3; 20’300 € 
06094;Oliva de Mérida;1’710;148.5; 18’600 € 
06095;Olivenza;11’870;387.3; 23’250 € 
06096;Orellana de la Sierra;250;0; 18’850 € 
06097;Orellana la Vieja;2’630;400.8; 23’350 € 
06098;Palomas;670;297.2; 19’400 € 
06099;Parra, La;1’320;355.5; 18’450 € 
06100;Peñalsordo;870;0; 19’400 € 
06101;Peraleda del Zaucejo;490;0; 16’800 € 
06102;Puebla de Alcocer;1’170;883.3; 19’950 € 
06103;Puebla de la Calzada;5’860;452.1; 23’400 € 
06104;Puebla de la Reina;720;625.9; 19’450 € 
06105;Puebla del Maestre;670;0; 20’250 € 
06106;Puebla del Prior;470;852.9; 16’650 € 
06107;Puebla de Obando;1’840;503; 18’050 € 
06108;Puebla de Sancho Pérez;2’660;582; 22’850 € 
06109;Quintana de la Serena;4’580;345.9; 22’850 € 
06110;Reina;150;0; 17’550 € 
06111;Rena;610;0; 16’950 € 
06112;Retamal de Llerena;430;0; 17’600 € 
06113;Ribera del Fresno;3’270;266.2; 21’100 € 
06114;Risco;130;0; 15’850 € 
06115;Roca de la Sierra, La;1’440;208; 20’600 € 
06116;Salvaleón;1’690;270.1; 20’000 € 
06117;Salvatierra de los Barros;1’610;242.5; 19’000 € 
06118;Sancti-Spíritus;160;0; 17’400 € 
06119;San Pedro de Mérida;850;267.6; 23’950 € 
06120;Santa Amalia;3’960;199; 23’350 € 
06121;Santa Marta;4’090;398.6; 20’550 € 
06122;Santos de Maimona, Los;8’060;231.3; 23’450 € 
06123;San Vicente de Alcántara;5’340;294.6; 21’750 € 
06124;Segura de León;1’830;109.1; 19’300 € 
06125;Siruela;1’850;486; 20’950 € 
06126;Solana de los Barros;2’580;167; 19’350 € 
06127;Talarrubias;3’350;198.2; 23’000 € 
06128;Talavera la Real;5’310;286.8; 24’250 € 
06129;Táliga;670;228.5; 19’900 € 
06130;Tamurejo;210;0; 19’200 € 
06131;Torre de Miguel Sesmero;1’240;72.9; 22’250 € 
06132;Torremayor;980;0; 20’050 € 
06133;Torremejía;2’250;120.1; 19’500 € 
06134;Trasierra;620;0; 19’050 € 
06135;Trujillanos;1’390;144; 24’650 € 
06136;Usagre;1’760;249.9; 20’750 € 
06137;Valdecaballeros;1’090;64.3; 21’600 € 
06138;Valdetorres;1’170;350.4; 19’750 € 
06139;Valencia de las Torres;520;0; 18’600 € 
06140;Valencia del Mombuey;720;0; 18’500 € 
06141;Valencia del Ventoso;1’930;334; 18’250 € 
06142;Valverde de Burguillos;280;0; 23’650 € 
06143;Valverde de Leganés;4’160;248.3; 21’700 € 
06144;Valverde de Llerena;570;335.7; 18’800 € 
06145;Valverde de Mérida;1’040;318.5; 20’850 € 
06146;Valle de la Serena;1’160;381; 17’800 € 
06147;Valle de Matamoros;360;405; 17’400 € 
06148;Valle de Santa Ana;1’130;53.1; 21’600 € 
06149;Villafranca de los Barros;12’530;470.1; 24’550 € 
06150;Villagarcía de la Torre;910;230.8; 19’300 € 
06151;Villagonzalo;1’230;324.9; 21’350 € 
06152;Villalba de los Barros;1’470;271.7; 20’050 € 
06153;Villanueva de la Serena;25’840;616.3; 25’800 € 
06154;Villanueva del Fresno;3’330;386.8; 21’600 € 
06155;Villar del Rey;2’100;251.5; 19’950 € 
06156;Villar de Rena;1’330;150.2; 23’500 € 
06157;Villarta de los Montes;420;0; 16’250 € 
06158;Zafra;16’790;527.7; 27’900 € 
06159;Zahínos;2’760;61.6; 18’650 € 
06160;Zalamea de la Serena;3’470;403.4; 19’200 € 
06161;Zarza-Capilla;300;0; 21’100 € 
06162;Zarza, La;3’380;173.7; 21’450 € 
06901;Valdelacalzada;2’730;263.3; 22’250 € 
06902;Pueblonuevo del Guadiana;1’990;296.6; 23’600 € 
06903;Guadiana del Caudillo;2’470;87.2; 22’250 € 
07001;Alaró;5’740;152.9; 36’400 € 
07002;Alaior;9’480;273.3; 31’100 € 
07003;Alcúdia;20’650;426.8; 28’150 € 
07004;Algaida;5’960;124.4; 35’650 € 
07005;Andratx;11’570;416.5; 32’700 € 
07006;Artà;7’980;216.6; 30’050 € 
07007;Banyalbufar;540;0; 34’200 € 
07008;Binissalem;8’900;169.9; 36’800 € 
07009;Búger;1’080;97.8; 31’050 € 
07010;Bunyola;7’040;78; 42’450 € 
07011;Calvià;51’570;528.2; 33’300 € 
07012;Campanet;2’680;193.7; 33’250 € 
07013;Campos;11’420;720; 31’300 € 
07014;Capdepera;12’000;581.7; 25’650 € 
07015;Ciutadella de Menorca;30’640;413.9; 30’450 € 
07016;Consell;4’240;149.4; 34’700 € 
07017;Costitx;1’380;0; 29’750 € 
07018;Deià;670;0; 32’350 € 
07019;Escorca;180;0; 34’200 € 
07020;Esporles;5’130;116.5; 43’950 € 
07021;Estellencs;330;0; 31’050 € 
07022;Felanitx;18’160;411.6; 30’700 € 
07023;Ferreries;4’890;263.9; 32’400 € 
07024;Formentera;11’710;118.8; 35’550 € 
07025;Fornalutx;680;146.6; 35’550 € 
07026;Eivissa;50’660;360.3; 37’450 € 
07027;Inca;33’730;474.5; 30’850 € 
07028;Lloret de Vistalegre;1’470;177.5; 31’850 € 
07029;Lloseta;6’250;105.8; 31’000 € 
07030;Llubí;2’380;150.9; 32’500 € 
07031;Llucmajor;38’220;260.6; 35’400 € 
07032;Maó-Mahón;29’580;595.9; 34’300 € 
07033;Manacor;44’810;314.3; 30’850 € 
07034;Mancor de la Vall;1’570;140.2; 36’350 € 
07035;Maria de la Salut;2’240;146.3; 31’950 € 
07036;Marratxí;38’360;500.7; 44’650 € 
07037;Mercadal, Es;5’440;119.4; 35’250 € 
07038;Montuïri;3’090;145.8; 34’250 € 
07039;Muro;7’520;334.1; 31’050 € 
07040;Palma de Mallorca;419’370;303.8; 36’300 € 
07041;Petra;3’030;125.5; 32’100 € 
07042;Pollença;16’970;423.3; 30’900 € 
07043;Porreres;5’620;291.6; 33’850 € 
07044;Pobla, Sa;13’870;327.8; 31’500 € 
07045;Puigpunyent;2’060;141; 40’150 € 
07046;Sant Antoni de Portmany;27’200;315.3; 33’300 € 
07047;Sencelles;3’540;114.6; 32’600 € 
07048;Sant Josep de sa Talaia;28’290;214.6; 34’700 € 
07049;Sant Joan;2’180;88.8; 31’550 € 
07050;Sant Joan de Labritja;6’630;80.6; 33’950 € 
07051;Sant Llorenç des Cardassar;8’920;1035.1; 27’550 € 
07052;Sant Lluís;6’870;248.6; 37’300 € 
07053;Santa Eugènia;1’720;104.4; 39’250 € 
07054;Santa Eulària des Riu;40’030;259.3; 33’050 € 
07055;Santa Margalida;12’770;424.5; 29’100 € 
07056;Santa María del Camí;7’510;222.5; 38’800 € 
07057;Santanyí;12’340;765; 27’100 € 
07058;Selva;4’130;46; 33’100 € 
07059;Salines, Ses;5’010;301; 30’200 € 
07060;Sineu;4’120;149.4; 31’950 € 
07061;Sóller;13’490;170.4; 34’150 € 
07062;Son Servera;11’840;507.4; 28’750 € 
07063;Valldemossa;2’040;171.4; 39’900 € 
07064;Castell, Es;7’540;79.6; 32’050 € 
07065;Vilafranca de Bonany;3’560;134.3; 30’700 € 
07901;Ariany;900;0; 30’000 € 
07902;Migjorn Gran, Es;1’500;536.7; 34’450 € 
08001;Abrera;12’620;373.3; 40’100 € 
08002;Aguilar de Segarra;290;0; 45’950 € 
08003;Alella;9’950;71.1; 60’250 € 
08004;Alpens;270;0; 35’250 € 
08005;Ametlla del Vallès, L';8’790;514.5; 54’850 € 
08006;Arenys de Mar;15’940;361.2; 36’300 € 
08007;Arenys de Munt;9’190;95; 37’750 € 
08008;Argençola;220;0; 35’650 € 
08009;Argentona;12’630;66.7; 43’550 € 
08010;Artés;5’780;331.5; 36’200 € 
08011;Avià;2’200;181.9; 37’900 € 
08012;Avinyó;2’290;196.9; 37’000 € 
08013;Avinyonet del Penedès;1’700;0; 35’800 € 
08014;Aiguafreda;2’560;156.5; 38’550 € 
08015;Badalona;223’010;241.9; 33’700 € 
08016;Bagà;2’150;168.3; 35’000 € 
08017;Balenyà;3’900;73.1; 34’100 € 
08018;Balsareny;3’280;245.1; 34’050 € 
08019;Barcelona;1’636’780;285.6; 40’150 € 
08020;Begues;7’360;253.1; 53’600 € 
08021;Bellprat;70;0; 35’500 € 
08022;Berga;16’680;578.2; 32’600 € 
08023;Bigues i Riells;9’550;95.3; 40’500 € 
08024;Borredà;450;439.6; 30’100 € 
08025;Bruc, El;2’180;135.5; 38’950 € 
08026;Brull, El;280;0; 53’400 € 
08027;Cabanyes, Les;1’000;0; 48’300 € 
08028;Cabrera d'Anoia;1’520;0; 29’250 € 
08029;Cabrera de Mar;4’790;3179; 55’100 € 
08030;Cabrils;7’570;49.6; 58’750 € 
08031;Calaf;3’600;305; 31’300 € 
08032;Caldes d'Estrac;3’100;45.2; 39’450 € 
08033;Caldes de Montbui;17’790;289.5; 39’800 € 
08034;Calders;1’060;293.5; 41’700 € 
08035;Calella;19’240;279.2; 28’600 € 
08036;Calonge de Segarra;190;0; 43’050 € 
08037;Calldetenes;2’500;99.8; 41’450 € 
08038;Callús;2’100;257.4; 34’100 € 
08039;Campins;540;0; 39’600 € 
08040;Canet de Mar;14’810;152.7; 36’800 € 
08041;Canovelles;16’870;164.2; 34’100 € 
08042;Cànoves i Samalús;3’220;0; 41’150 € 
08043;Canyelles;4’890;255.7; 36’400 € 
08044;Capellades;5’310;299.2; 34’650 € 
08045;Capolat;80;0; 35’500 € 
08046;Cardedeu;18’610;274.2; 41’200 € 
08047;Cardona;4’590;287; 35’050 € 
08048;Carme;770;163.1; 35’900 € 
08049;Casserres;1’640;73.3; 33’450 € 
08050;Castellar del Riu;170;0; 40’950 € 
08051;Castellar del Vallès;24’660;288.5; 40’850 € 
08052;Castellar de n'Hug;170;0; 32’350 € 
08053;Castellbell i el Vilar;3’850;162.2; 31’900 € 
08054;Castellbisbal;12’610;342.6; 41’800 € 
08055;Castellcir;750;0; 37’850 € 
08056;Castelldefels;67’210;220.4; 43’150 € 
08057;Castell de l'Areny;70;0; 35’500 € 
08058;Castellet i la Gornal;2’450;20.4; 32’500 € 
08059;Castellfollit del Boix;450;0; 35’850 € 
08060;Castellfollit de Riubregós;160;0; 30’950 € 
08061;Castellgalí;2’180;0; 37’500 € 
08062;Castellnou de Bages;1’420;0; 43’800 € 
08063;Castellolí;650;0; 46’600 € 
08064;Castellterçol;2’630;205.2; 33’650 € 
08065;Castellví de la Marca;1’600;150.3; 36’050 € 
08066;Castellví de Rosanes;2’000;0; 48’600 € 
08067;Centelles;7’590;295; 35’200 € 
08068;Cervelló;9’230;81.3; 43’950 € 
08069;Collbató;4’660;375.3; 50’850 € 
08070;Collsuspina;390;0; 25’250 € 
08071;Copons;320;0; 40’200 € 
08072;Corbera de Llobregat;15’010;93.8; 41’250 € 
08073;Cornellà de Llobregat;89’300;178.8; 33’700 € 
08074;Cubelles;16’050;462.5; 33’850 € 
08075;Dosrius;5’690;159.9; 39’300 € 
08076;Esparreguera;22’360;230.3; 36’950 € 
08077;Esplugues de Llobregat;46’780;419.6; 40’250 € 
08078;Espunyola, L';260;0; 39’150 € 
08079;Estany, L';410;0; 37’550 € 
08080;Fígols;50;0; 35’500 € 
08081;Fogars de Montclús;470;0; 35’900 € 
08082;Fogars de la Selva;1’540;292.2; 34’150 € 
08083;Folgueroles;2’270;0; 44’450 € 
08084;Fonollosa;1’500;0; 41’150 € 
08085;Font-rubí;1’440;0; 36’200 € 
08086;Franqueses del Vallès, Les;20’350;279.9; 37’650 € 
08087;Gallifa;180;0; 59’100 € 
08088;Garriga, La;16’730;328; 42’100 € 
08089;Gavà;46’930;418.9; 39’250 € 
08090;Gaià;190;0; 40’150 € 
08091;Gelida;7’730;137.2; 36’500 € 
08092;Gironella;4’920;208.7; 32’850 € 
08094;Granada, La;2’210;135.9; 39’650 € 
08096;Granollers;62’470;416.3; 37’700 € 
08097;Gualba;1’580;63.1; 39’250 € 
08098;Sant Salvador de Guardiola;3’240;67.8; 38’950 € 
08099;Guardiola de Berguedà;930;538.2; 29’250 € 
08100;Gurb;2’710;55.4; 65’550 € 
08101;Hospitalet de Llobregat, L';264’660;207.6; 31’350 € 
08102;Igualada;40’880;513.1; 35’350 € 
08103;Jorba;820;546.7; 37’400 € 
08104;Llacuna, La;920;0; 34’400 € 
08105;Llagosta, La;13’260;140.4; 31’750 € 
08106;Llinars del Vallès;10’120;553.6; 39’100 € 
08107;Lliçà d'Amunt;15’670;469.2; 41’600 € 
08108;Lliçà de Vall;6’580;170.2; 47’700 € 
08109;Lluçà;270;0; 34’700 € 
08110;Malgrat de Mar;18’880;258.2; 30’550 € 
08111;Malla;280;18213.8; 56’250 € 
08112;Manlleu;20’800;330.8; 35’800 € 
08113;Manresa;78’190;502.4; 33’600 € 
08114;Martorell;28’670;340.3; 37’000 € 
08115;Martorelles;4’820;128.1; 38’050 € 
08116;Masies de Roda, Les;700;0; 44’250 € 
08117;Masies de Voltregà, Les;3’180;298.9; 40’250 € 
08118;Masnou, El;23’840;361.9; 43’150 € 
08119;Masquefa;9’160;298.2; 36’700 € 
08120;Matadepera;9’670;31; 71’800 € 
08121;Mataró;129’120;325.2; 33’000 € 
08122;Mediona;2’420;126.1; 30’500 € 
08123;Molins de Rei;26’100;359.3; 41’300 € 
08124;Mollet del Vallès;51’150;365.2; 34’950 € 
08125;Montcada i Reixac;36’790;239.5; 34’650 € 
08126;Montgat;12’260;196.4; 39’700 € 
08127;Monistrol de Montserrat;3’180;70.8; 31’500 € 
08128;Monistrol de Calders;720;0; 32’050 € 
08129;Muntanyola;660;0; 42’700 € 
08130;Montclar;140;0; 37’950 € 
08131;Montesquiu;1’050;0; 29’550 € 
08132;Montmajor;470;0; 36’650 € 
08133;Montmaneu;160;0; 41’650 € 
08134;Figaró-Montmany;1’130;133.1; 33’550 € 
08135;Montmeló;8’800;214.3; 37’000 € 
08136;Montornès del Vallès;16’800;152.5; 34’900 € 
08137;Montseny;360;0; 33’900 € 
08138;Moià;6’470;263.7; 35’950 € 
08139;Mura;230;0; 35’550 € 
08140;Navarcles;6’070;240.3; 35’800 € 
08141;Navàs;5’970;404.6; 33’950 € 
08142;Nou de Berguedà, La;180;0; 37’100 € 
08143;Òdena;3’680;305.6; 35’550 € 
08144;Olvan;870;0; 32’450 € 
08145;Olèrdola;3’840;748.8; 38’600 € 
08146;Olesa de Bonesvalls;1’920;0; 37’900 € 
08147;Olesa de Montserrat;24’130;241; 36’600 € 
08148;Olivella;4’130;65.4; 36’450 € 
08149;Olost;1’190;109.2; 38’100 € 
08150;Orís;340;0; 45’000 € 
08151;Oristà;550;0; 39’850 € 
08152;Orpí;150;0; 38’950 € 
08153;Òrrius;780;0; 40’600 € 
08154;Pacs del Penedès;920;0; 53’050 € 
08155;Palafolls;9’640;167.4; 32’500 € 
